Provider_Number,FY_2014_Readmissions ,Number_of_Pneumonia_Cases,Excess_Readmission_Ratio_Pneumonia,No_of_Heart_Failure_Cases,Excess_Readmission_Ratio_Heart_Failure,No_Acute_Myocardial_Infarction_Cases,Acute_Myocardial_Infarction
050690,1.0000,3,0.000000,7,0.000000,2,0.000000
050696,0.9994,63,0.963039,155,1.044387,47,0.987477
050697,1.0000,0,0.000000,0,0.000000,0,0.000000
050701,0.9970,328,1.086328,364,0.909493,111,1.051415
050704,0.9984,100,1.077066,154,0.985172,36,1.066547
050708,1.0000,0,0.000000,0,0.000000,0,0.000000
050709,0.9989,219,1.035566,309,0.965685,79,0.947610
050710,1.0000,8,0.000000,10,0.000000,3,0.000000
050714,1.0000,1,0.000000,0,0.000000,0,0.000000
050717,1.0000,4,0.000000,9,0.000000,1,0.000000
050723,1.0000,13,0.000000,19,0.000000,1,0.000000
050724,0.9981,234,1.020722,441,1.026582,307,0.997139
050726,1.0000,0,0.000000,0,0.000000,0,0.000000
050727,0.9999,155,1.001473,71,0.958709,24,0.000000
050732,1.0000,18,0.000000,159,0.919993,78,0.950975
050735,1.0000,119,0.869023,124,0.984068,68,0.917374
050736,0.9995,86,1.015958,112,0.970423,22,0.000000
050737,0.9944,478,1.086783,505,1.029248,151,0.989308
050738,0.9983,63,0.981831,57,1.056884,15,0.000000
050739,0.9941,292,1.078697,886,1.083055,209,1.142800
050740,0.9975,118,0.945667,203,1.048989,53,1.112193
050742,0.9896,310,1.131297,382,1.151806,88,1.240360
050744,0.9994,43,0.985630,23,0.000000,51,1.007414
050745,0.9968,53,1.109858,38,0.984316,0,0.000000
050746,0.9977,132,1.089911,122,0.933350,96,1.001496
050747,0.9997,87,0.947230,58,1.007940,7,0.000000
050748,1.0000,7,0.000000,13,0.000000,2,0.000000
050749,1.0000,0,0.000000,0,0.000000,0,0.000000
050751,1.0000,0,0.000000,0,0.000000,0,0.000000
050752,0.9918,249,1.154647,219,1.107346,72,1.042356
050754,1.0000,0,0.000000,0,0.000000,0,0.000000
050755,0.9935,96,0.955378,155,1.072477,187,1.150636
050757,0.9997,320,0.963232,300,0.877320,130,1.017899
050758,0.9973,64,1.028230,58,1.090879,26,0.998512
050760,1.0000,10,0.000000,7,0.000000,3,0.000000
050761,0.9985,605,0.946701,635,1.033175,212,1.012027
050763,0.9986,56,0.977204,70,1.098239,9,0.000000
050764,0.9996,384,0.954436,470,0.958775,262,1.015880
050765,0.9993,51,1.024226,44,0.961509,7,0.000000
050766,1.0000,0,0.000000,0,0.000000,0,0.000000
050767,1.0000,5,0.000000,8,0.000000,0,0.000000
050768,1.0000,24,0.000000,10,0.000000,0,0.000000
050769,1.0000,0,0.000000,0,0.000000,0,0.000000
050770,0.9989,67,1.041141,80,0.994275,11,0.000000
050771,0.9995,33,1.010073,35,0.993137,8,0.000000
050772,1.0000,3,0.000000,2,0.000000,2,0.000000
050773,1.0000,0,0.000000,0,0.000000,0,0.000000
060001,0.9994,502,1.022570,477,0.965319,313,0.992189
060003,1.0000,237,0.919293,283,0.916812,60,0.924253
060004,0.9994,131,0.975139,98,1.019932,41,0.959500
060006,0.9998,112,0.968520,94,0.891212,68,1.010801
060008,1.0000,119,0.902055,70,0.964949,11,0.000000
060009,0.9989,404,0.946826,409,0.837640,255,1.037769
060010,1.0000,464,0.958502,361,0.881583,131,0.942242
060011,0.9996,47,0.957887,81,1.034706,22,0.000000
060012,1.0000,209,0.901810,196,0.926149,131,0.985942
060013,1.0000,170,0.885158,102,0.889748,115,0.948398
060014,1.0000,111,0.914803,120,0.939805,84,0.951111
060015,0.9995,143,0.966554,177,1.035171,167,0.895705
060016,1.0000,172,0.887624,77,0.882047,10,0.000000
060020,1.0000,468,0.817326,299,0.851068,229,0.931622
060022,1.0000,651,0.900762,650,0.763751,358,0.785543
060023,0.9995,230,0.979622,204,1.046100,243,0.946941
060024,1.0000,228,0.967999,314,0.948041,122,1.002730
060027,1.0000,249,0.884171,259,0.831082,102,0.938003
060028,0.9992,45,0.997397,52,1.026063,28,1.052295
060030,0.9988,229,1.035337,175,0.986976,92,0.894519
060031,1.0000,595,0.982213,553,0.893814,366,0.945642
060032,0.9995,198,1.039655,213,0.937090,123,0.968127
060034,1.0000,320,0.993075,349,0.892049,129,0.876031
060036,0.9951,334,1.037595,104,0.971419,36,0.972039
060043,0.9917,55,1.042016,11,0.000000,2,0.000000
060044,1.0000,89,0.904534,54,0.998863,4,0.000000
060049,1.0000,44,0.979221,30,0.974917,8,0.000000
060054,0.9999,71,0.883691,46,1.007744,9,0.000000
060064,1.0000,195,0.863116,180,0.981971,76,0.968916
060065,0.9995,111,1.009687,67,1.020959,31,0.945874
060071,0.9953,166,1.125478,95,0.990702,25,0.942212
060075,1.0000,51,0.998562,35,0.992844,31,0.982180
060076,1.0000,82,0.935759,69,0.895073,8,0.000000
060096,1.0000,31,0.949811,14,0.000000,7,0.000000
060100,1.0000,232,0.898023,309,0.868830,193,0.880124
060103,1.0000,70,0.990049,46,0.942165,11,0.000000
060104,0.9996,167,0.917610,190,0.977328,78,1.020317
060107,1.0000,4,0.000000,0,0.000000,0,0.000000
060112,1.0000,164,0.945935,210,0.881285,69,0.947770
060113,0.9995,273,0.887841,221,1.023562,81,0.974584
060114,1.0000,107,0.872642,105,0.896624,49,0.929328
060116,0.9999,79,1.006652,56,0.977399,34,0.967172
060117,1.0000,0,0.000000,0,0.000000,0,0.000000
060118,1.0000,13,0.000000,4,0.000000,0,0.000000
060119,1.0000,193,0.965348,212,0.901927,350,0.921340
060124,1.0000,0,0.000000,0,0.000000,0,0.000000
070001,0.9823,1331,1.352496,1232,1.103770,375,1.048450
070002,0.9961,764,0.992754,1307,1.013008,605,1.103902
070003,1.0000,275,0.964962,277,0.990020,77,0.925033
070004,0.9996,187,0.979133,121,0.978328,53,1.018757
070005,0.9972,397,0.930879,613,1.068036,288,0.991448
070006,1.0000,454,0.967607,582,0.996684,214,0.857993
070007,0.9987,511,0.965513,679,1.023145,204,1.034414
070008,0.9995,279,1.007764,251,0.999001,15,0.000000
070010,0.9980,470,1.064383,582,1.002321,386,0.946368
070011,0.9996,369,0.993929,301,0.958402,89,1.035212
070012,1.0000,261,1.000098,190,0.908006,41,0.991065
070015,1.0000,151,0.967854,141,0.980866,24,0.000000
070016,0.9987,421,0.957899,528,0.976726,186,1.060362
070017,0.9922,522,1.092257,484,1.078703,95,1.132643
070018,0.9959,497,1.066034,522,1.072663,87,0.998858
070019,0.9924,230,1.075692,307,1.089353,40,1.008710
070020,1.0000,688,0.911434,811,0.938500,206,0.838283
070021,0.9995,191,0.925816,273,0.900913,43,1.063446
070022,0.9949,778,1.105498,1277,1.039323,787,1.097170
070024,0.9996,622,0.899044,523,1.013984,110,0.969611
070025,0.9990,841,0.993040,1385,0.908506,874,1.029625
070027,1.0000,530,0.929168,396,0.955085,69,0.974950
070028,0.9894,460,1.008052,704,1.097579,390,1.228270
070029,0.9915,387,1.109265,329,1.093739,53,1.017730
070031,0.9903,281,0.953594,385,1.162674,118,1.096117
070033,0.9980,951,0.999917,1100,0.980212,476,1.062583
070034,0.9995,611,0.939843,673,1.013213,179,0.999911
070035,0.9978,719,0.982140,1194,1.036986,303,1.024536
070036,0.9996,353,1.013452,384,0.951293,166,0.976944
070038,1.0000,0,0.000000,0,0.000000,0,0.000000
070039,0.9886,113,1.077821,100,1.099521,20,0.000000
070040,1.0000,57,0.974053,30,0.935521,0,0.000000
080001,1.0000,1902,0.955307,2395,0.943834,878,0.942807
080003,0.9974,195,0.999206,283,0.980135,136,1.093780
080004,0.9979,913,1.057367,806,0.930260,519,0.856498
080006,1.0000,260,0.926314,421,0.884952,133,0.902682
080007,1.0000,565,0.971577,712,0.946537,324,0.908882
080009,1.0000,84,0.970136,111,0.879547,35,0.956919
090001,0.9969,200,0.996726,329,1.069673,203,1.088970
090003,0.9924,93,1.129228,203,1.188195,46,1.090931
090004,0.9999,186,1.005100,98,1.020912,15,0.000000
090005,0.9985,397,1.050086,322,1.003776,49,0.971970
090006,0.9937,221,0.987476,674,1.120349,72,1.156165
090008,0.9975,117,0.988208,163,1.085492,5,0.000000
090011,0.9974,400,0.992298,1422,1.065797,1320,1.011673
100001,0.9994,166,1.058905,487,1.007934,196,0.964983
100002,1.0000,555,0.986015,776,0.934035,339,0.930295
100006,0.9950,985,1.049447,1425,1.062725,556,1.149299
100007,0.9922,2280,1.096122,3600,1.095282,1209,1.221375
100008,0.9975,761,0.924382,1147,1.064468,454,0.906058
100009,0.9912,259,1.101165,840,1.173561,195,1.102062
100012,0.9981,1051,0.926675,1421,1.003676,633,1.069771
100014,0.9992,164,0.983202,205,0.981158,145,1.024134
100017,0.9977,555,0.997949,604,1.040973,336,1.048491
100018,1.0000,1140,0.887488,1889,0.903622,881,0.932654
100019,0.9977,779,1.004482,1223,1.065218,643,0.959800
100022,0.9927,371,1.052120,618,1.209223,242,1.139150
100023,1.0000,474,0.820745,897,0.890795,577,0.881979
100025,1.0000,427,0.890792,752,0.931321,378,0.940365
100026,0.9970,624,0.811106,1242,0.845647,372,1.121291
100028,1.0000,353,0.910979,458,0.958152,144,0.934033
100029,0.9961,329,0.940538,567,1.133482,274,0.973590
100030,0.9972,232,1.026812,401,1.054086,83,0.956797
100032,0.9950,314,1.117647,316,1.080597,156,1.053352
100034,1.0000,547,0.900591,576,0.971302,433,0.946483
100035,0.9991,348,1.001248,673,0.907815,293,1.031884
100038,0.9894,462,1.023854,802,1.199262,275,1.102424
100039,1.0000,110,0.928478,269,0.957831,155,0.969184
100040,0.9957,904,1.093330,1210,1.072232,515,1.027169
100043,1.0000,189,0.941089,208,0.939609,67,0.923804
100044,0.9988,825,1.041676,1013,0.958405,476,0.956731
100045,0.9982,277,1.056138,402,1.003152,112,0.953463
100046,0.9971,262,0.881768,578,0.921779,262,1.082485
100047,0.9940,390,1.169784,630,0.992712,296,1.048719
100048,0.9996,142,1.002125,85,1.003045,2,0.000000
100049,0.9923,239,1.224981,351,1.024083,41,0.980900
100050,0.9894,361,1.106327,361,1.171098,105,0.976546
100051,0.9994,329,1.018381,388,0.943618,120,0.976753
100052,0.9973,579,1.009638,731,1.073259,474,0.954359
100053,0.9921,303,1.061515,310,1.163270,100,1.056268
100054,0.9993,171,1.016891,129,0.970489,21,0.000000
100055,0.9964,195,0.992203,260,1.079538,143,0.964353
100057,0.9984,612,0.847673,918,1.002686,319,1.073783
100062,1.0000,1002,0.922321,1334,0.954883,726,0.859404
100063,0.9991,159,0.951121,244,1.026004,164,0.930291
100067,0.9981,274,0.972546,403,1.036662,148,1.089989
100068,0.9958,338,0.984450,721,0.899056,376,1.106516
100069,1.0000,104,0.973536,88,0.942968,9,0.000000
100070,1.0000,519,0.963560,773,0.833281,624,0.836115
100071,0.9961,316,1.009039,433,1.043242,132,1.142529
100072,0.9940,342,1.076896,590,1.070481,80,1.003319
100073,0.9990,495,0.975530,823,1.029925,360,0.985823
100075,0.9948,670,1.024780,951,1.179692,442,0.928946
100076,0.9945,142,1.007338,198,1.109536,49,1.045358
100077,0.9979,317,1.041585,476,1.022651,77,1.009392
100080,0.9937,640,1.010872,1308,1.101304,582,1.061297
100081,0.9974,108,1.039148,106,0.881289,2,0.000000
100084,0.9925,638,1.040389,1178,1.114195,609,1.064031
100086,0.9976,162,1.019949,283,1.097320,99,0.968517
100087,1.0000,811,0.837209,1388,0.805073,914,0.812113
100088,0.9997,1113,1.011661,1160,0.981561,453,0.949708
100090,1.0000,763,0.981433,784,0.939820,393,0.988399
100092,0.9893,394,0.919280,561,1.199676,257,1.122000
100093,1.0000,298,0.962637,589,0.925777,214,0.996642
100099,0.9943,163,1.068719,415,1.062829,58,1.073304
100102,0.9957,152,1.101148,205,0.998385,52,1.040648
100105,0.9990,625,0.888754,887,0.912528,542,1.028926
100106,0.9988,80,1.024350,68,0.993198,14,0.000000
100107,0.9878,170,1.181802,224,1.112765,41,1.066745
100109,0.9972,461,1.103972,768,0.913191,400,1.013229
100110,0.9920,346,1.091206,564,1.112566,278,1.092928
100113,0.9980,345,1.057237,677,1.097396,311,0.990037
100117,0.9924,547,1.080787,287,1.104774,61,0.945337
100118,0.9984,263,0.921879,398,0.964078,164,1.074764
100121,0.9972,200,0.980359,134,1.105357,19,0.000000
100122,0.9972,280,1.032873,351,1.039534,76,1.069424
100124,1.0000,103,0.991480,113,0.984827,25,0.957971
100125,0.9950,217,1.010442,173,1.141437,37,1.062081
100126,0.9987,322,0.913763,292,1.037765,58,1.025025
100127,1.0000,579,0.944743,901,0.895156,591,0.950268
100128,0.9990,246,0.959372,516,1.039697,245,1.030496
100130,0.9977,42,1.052340,84,1.017698,22,0.000000
100131,0.9940,485,1.078344,798,1.047738,424,1.079755
100132,0.9981,243,1.036083,191,0.998385,77,1.018920
100134,1.0000,6,0.000000,4,0.000000,0,0.000000
100135,1.0000,304,0.940813,619,0.823567,419,0.913854
100137,0.9933,249,1.045092,509,1.107167,176,1.061603
100139,0.9949,39,1.037505,33,1.028739,0,0.000000
100140,1.0000,259,0.970307,120,0.867881,15,0.000000
100142,0.9988,264,1.023828,220,0.985684,53,0.920153
100150,0.9965,107,1.049590,122,1.076902,10,0.000000
100151,0.9971,395,1.069322,491,1.124050,156,0.915038
100154,1.0000,228,0.921439,441,0.979094,176,0.949386
100156,0.9892,403,1.175711,425,1.009526,49,1.120809
100157,0.9989,883,0.952074,1418,0.990671,634,1.050492
100161,0.9953,190,1.041617,598,1.087390,219,0.998749
100166,1.0000,273,0.962766,370,0.904332,112,0.922989
100167,0.9987,139,0.965434,219,1.030044,83,1.024186
100168,1.0000,951,0.843012,1446,0.834687,505,0.979915
100173,0.9977,430,1.152806,686,0.982651,320,0.990325
100175,0.9860,192,1.156730,153,1.058000,32,0.995057
100176,0.9989,377,0.970867,701,0.957710,546,1.017983
100177,0.9992,290,1.016161,249,1.006179,103,0.910952
100179,0.9937,568,1.118117,897,1.047187,242,1.139341
100180,0.9990,273,1.029475,207,0.975460,10,0.000000
100181,0.9965,219,1.091172,107,1.101053,38,0.994208
100183,0.9960,159,0.963077,251,1.106986,70,0.968739
100187,0.9930,361,1.113787,501,1.069249,302,1.055047
100189,0.9970,200,0.971912,492,1.031651,259,1.042489
100191,0.9942,211,0.970361,442,1.137924,229,1.068310
100200,0.9996,132,0.930903,116,1.006275,35,1.040103
100204,1.0000,919,1.001467,1667,0.980072,620,0.946196
100206,0.9984,183,1.058771,183,0.959261,20,0.000000
100209,0.9901,313,1.096757,486,1.086897,252,1.101670
100211,0.9977,102,1.099116,157,1.006474,36,1.022456
100212,0.9967,624,1.070732,693,0.891032,423,1.068641
100213,0.9995,321,1.043039,773,0.943721,554,0.921066
100217,0.9984,265,0.977219,377,1.004068,83,1.116825
100220,0.9975,885,0.993662,851,1.104084,451,0.932190
100223,0.9980,307,0.939467,520,0.961404,303,1.055455
100224,0.9994,190,1.006035,358,0.975376,80,1.045175
100226,0.9991,609,0.942485,697,1.027182,266,0.979636
100228,0.9967,159,1.023301,451,1.059231,206,1.028789
100230,0.9976,123,1.029792,136,1.057745,20,0.000000
100231,1.0000,513,0.956096,633,0.976729,302,0.986947
100232,0.9938,288,0.983827,402,1.133871,59,1.045883
100234,0.9993,91,0.986516,207,0.951031,62,1.039409
100236,0.9971,617,1.086647,672,1.004746,320,0.994994
100238,0.9865,272,1.151697,404,1.054607,224,1.238105
100239,0.9996,146,1.016581,92,0.946389,19,0.000000
100240,1.0000,0,0.000000,0,0.000000,0,0.000000
100242,0.9996,356,0.822185,274,0.930309,61,1.046048
100243,0.9971,392,1.153107,602,0.984342,415,0.977018
100244,0.9994,534,0.984763,856,0.981655,137,1.081158
100246,0.9988,240,1.007141,663,1.034323,501,0.974347
100248,0.9963,418,1.016911,644,1.045455,319,1.096510
100249,1.0000,185,0.888387,314,0.925184,143,0.840988
100252,0.9938,121,1.008465,384,1.081911,54,1.128434
100253,1.0000,340,0.884420,391,0.964656,85,0.869216
100254,0.9912,310,0.990848,462,1.193247,157,1.128515
100255,0.9984,83,0.985219,157,1.046315,27,0.970488
100256,0.9960,208,0.877637,871,1.077079,340,1.017797
100258,0.9999,798,0.957611,1330,1.002967,499,0.941152
100259,0.9934,312,0.862193,546,1.136494,92,1.040663
100260,0.9990,483,1.041272,705,0.993098,155,1.000011
100264,0.9965,505,1.054623,660,1.013116,342,1.071981
100265,1.0000,592,0.929338,840,0.994037,485,0.942577
100266,0.9999,227,0.972150,218,0.991157,39,1.013523
100267,0.9995,171,0.958045,323,0.910181,80,1.033174
100268,0.9984,205,1.009752,415,1.023485,86,0.978781
100269,0.9987,130,1.004702,256,1.028591,89,1.013859
100275,0.9987,247,1.002450,175,1.027114,65,1.052512
100276,0.9967,115,0.985749,198,1.111204,45,0.945360
100277,1.0000,19,0.000000,18,0.000000,3,0.000000
100281,0.9916,341,1.075376,527,1.121946,165,1.086335
100284,0.9966,163,1.127831,109,1.055514,34,1.016109
100285,0.9956,161,0.934659,130,1.138728,15,0.000000
100286,0.9993,380,1.014710,433,1.010126,172,0.938594
100287,1.0000,287,0.970240,327,0.981899,108,0.976576
100288,0.9993,83,1.007241,62,1.073757,21,0.000000
100289,0.9971,311,1.067828,423,1.002452,88,1.109931
100290,0.9963,926,0.948820,983,1.052668,557,1.048262
100291,0.9965,164,1.050632,137,1.069592,30,1.060934
100292,1.0000,209,0.896094,147,0.885839,54,0.941541
100296,0.9994,205,0.965736,307,0.996503,46,1.097484
100299,1.0000,163,0.959613,195,0.929788,125,0.905309
100302,0.9964,161,1.120774,217,0.999377,43,0.972025
100307,0.9985,262,1.017520,333,0.975054,89,1.085218
100313,0.9985,33,1.020098,25,0.986174,1,0.000000
100314,0.9964,51,1.090034,53,0.948514,10,0.000000
100315,0.9990,43,0.951419,45,1.046738,10,0.000000
100316,0.9997,80,1.008963,63,0.958288,13,0.000000
100317,1.0000,0,0.000000,0,0.000000,0,0.000000
110001,1.0000,590,0.979919,570,0.986171,148,0.871236
110002,0.9973,187,1.042253,152,1.006862,31,1.085937
110003,0.9981,370,1.005377,340,1.051092,78,1.008397
110004,0.9993,239,0.942158,132,0.890991,30,1.059753
110005,0.9973,494,1.028556,394,1.053745,234,0.989503
110006,1.0000,165,0.916420,192,0.988248,90,0.999826
110007,1.0000,428,0.946494,506,0.933291,415,0.974418
110008,0.9976,269,1.060233,188,0.989623,83,0.931695
110010,1.0000,230,0.976068,632,0.836393,386,0.963878
110011,0.9996,274,0.933250,329,1.013307,211,0.989066
110015,1.0000,95,0.973307,79,0.919367,20,0.000000
110016,0.9959,258,0.966086,526,1.073196,107,1.013246
110018,0.9990,265,1.021734,371,0.939687,85,1.014505
110023,0.9946,277,1.070885,135,1.086492,59,1.045863
110024,0.9981,414,1.033953,430,1.011748,26,1.101047
110025,1.0000,464,0.982518,566,0.895629,128,0.926858
110026,0.9848,162,1.117728,104,0.920785,16,0.000000
110027,1.0000,164,0.906889,83,0.987193,5,0.000000
110028,0.9994,745,1.027643,898,0.963660,600,0.992325
110029,0.9995,750,1.028358,1129,0.866819,739,0.956059
110030,0.9993,293,0.993770,217,1.028652,62,0.941892
110031,0.9937,470,1.120457,380,1.039378,91,0.880032
110032,0.9965,351,1.034837,214,0.906123,36,1.058377
110034,0.9987,169,0.987506,183,1.090422,121,1.031182
110035,0.9957,997,1.091601,1445,1.049926,597,1.031391
110036,0.9988,199,0.888722,681,1.009513,277,1.053691
110038,1.0000,330,0.974029,386,0.853316,179,0.870842
110039,0.9966,168,1.090765,110,1.008621,34,1.021655
110040,1.0000,83,0.955390,110,0.985582,30,0.962420
110041,1.0000,216,0.951532,107,1.000081,13,0.000000
110042,0.9968,146,1.018825,84,1.064831,12,0.000000
110043,1.0000,310,0.936960,441,0.901633,288,0.980946
110044,1.0000,106,0.937197,82,0.953365,15,0.000000
110045,0.9988,116,0.910717,132,1.020531,6,0.000000
110046,0.9949,122,1.109163,172,1.054181,31,1.000411
110050,1.0000,71,0.946577,44,0.952327,4,0.000000
110051,1.0000,207,0.875292,105,0.922678,23,0.000000
110054,1.0000,470,0.905324,325,0.931109,141,0.887637
110059,0.9907,109,1.121845,66,0.986849,5,0.000000
110064,0.9995,174,1.006882,140,0.848725,45,1.083960
110069,0.9941,569,1.028070,559,1.106647,100,1.166291
110071,0.9933,149,1.067472,41,1.037471,8,0.000000
110073,1.0000,113,1.000643,102,0.984399,13,0.000000
110074,1.0000,484,0.950461,878,0.886425,533,0.895741
110075,0.9917,211,1.141202,336,1.150560,82,0.958656
110076,0.9991,434,1.023413,536,0.989062,120,1.044882
110078,0.9986,229,1.073358,691,0.974066,483,1.022258
110079,0.9976,143,1.034682,449,1.086291,99,0.973288
110082,1.0000,494,0.856838,713,0.926434,668,0.837750
110083,0.9999,487,1.005458,1037,0.901217,736,0.930460
110086,0.9989,225,0.986560,65,1.035239,3,0.000000
110087,0.9992,839,0.965152,985,0.923852,244,1.055049
110089,0.9892,267,1.116858,274,1.154102,17,0.000000
110091,0.9992,241,1.027881,343,0.965293,45,1.012439
110092,0.9966,157,1.014875,101,1.065526,7,0.000000
110095,0.9993,307,1.030854,420,0.954493,135,0.974158
110100,1.0000,46,0.998875,61,0.935729,3,0.000000
110101,1.0000,34,0.914748,59,0.943442,8,0.000000
110104,0.9893,196,1.182023,144,0.906878,26,0.962931
110105,1.0000,200,0.924343,191,0.991591,23,0.000000
110107,0.9962,416,1.038553,992,0.926002,655,1.122737
110109,0.9926,134,1.090050,90,1.015745,7,0.000000
110111,0.9997,90,0.965552,32,1.014449,8,0.000000
110112,0.9943,31,1.055625,42,1.044017,3,0.000000
110113,0.9984,99,1.015764,35,0.979175,14,0.000000
110115,0.9990,89,0.951153,119,1.043528,49,1.046270
110121,1.0000,61,0.969890,79,0.953303,7,0.000000
110122,0.9996,363,1.020993,429,0.942724,304,0.921662
110124,0.9947,301,1.048575,207,1.036721,15,0.000000
110125,1.0000,227,0.837417,244,0.948916,99,0.927482
110128,0.9926,181,0.975818,217,1.135402,54,1.096732
110129,1.0000,564,0.972046,856,0.915694,379,0.948388
