Provider_Number,Hospital_Name,Address_1,Address_2,Address_3,City,State,ZIP_Code,County,Phone_Number,Hospital_Type,Hospital_Ownership,Emergency_Services,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,,,FRESNO,CA,93715,FRESNO,5594596000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",808,39560,215190,3638436
50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,,,LOS ANGELES,CA,90028,LOS ANGELES,2134133000,Acute Care Hospitals,Proprietary,"Yes",434,12291,60994,970318
50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,,,SAN BERNARDINO,CA,92411,SAN BERNARDINO,9098876333,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",347,7717,33568,905096
50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,,,SONOMA,CA,95476,SONOMA,7079355000,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",83,1214,4738,221371
50091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,,,HUNTINGTON PARK,CA,90255,LOS ANGELES,3235831931,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",81,3493,13598,291094
50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,,,FRESNO,CA,93710,FRESNO,5594503000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",436,19358,90864,1686472
50100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,,,SAN DIEGO,CA,92123,SAN DIEGO,8589393400,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",862,31102,163095,4519093
50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,,,VALLEJO,CA,94589,SOLANO,7075545280,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",102,4095,16911,527262
50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,,,RIVERSIDE,CA,92503,RIVERSIDE,9516882211,Acute Care Hospitals,Proprietary,"Yes",193,10009,44190,728707
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,,,LOS ANGELES,CA,90033,LOS ANGELES,3232685000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",353,19317,82636,1853600
50104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,,,LYNWOOD,CA,90262,LOS ANGELES,3109008900,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",369,19268,93406,1501137
50107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,,,SANTA MARIA,CA,93454,SANTA BARBARA,8057393000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",353,14243,54275,1853905
50108,SUTTER GENERAL HOSPITAL,2801 L STREET,,,SACRAMENTO,CA,95816,SACRAMENTO,9167338999,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",0,0,0,0
50110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,,,LOMPOC,CA,93436,SANTA BARBARA,8057373300,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",170,2549,10010,143216
50113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,,,SAN MATEO,CA,94403,SAN MATEO,6505732222,Acute Care Hospitals,Government - Local,"Yes",415,2858,12765,440691
50115,PALOMAR HEALTH DOWNTOWN CAMPUS,555 E VALLEY PARKWAY,,,ESCONDIDO,CA,92025,SAN DIEGO,7607393000,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",0,0,0,0
50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,,,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",412,13559,53769,1812769
50118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH ST,,,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Acute Care Hospitals,Proprietary,"Yes",73,3843,15253,732025
50121,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,,,HANFORD,CA,93230,KINGS,5595829000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",212,8651,32818,821028
50122,DAMERON HOSPITAL,525 WEST ACACIA STREET,,,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",202,8960,35452,1181896
50124,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,,,GLENDALE,CA,91209,LOS ANGELES,8187907100,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",158,4705,19286,329096
50125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,,,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",243,12068,62781,2637710
50126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,,,VAN NUYS,CA,91406,LOS ANGELES,8189023906,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",350,14000,70658,863057
50128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,,,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",354,14191,64130,1353450
50131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,,,NOVATO,CA,94945,MARIN,4152091300,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",47,1465,4586,220395
50132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,,,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",273,8326,33265,987805
50133,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,,,MARYSVILLE,CA,95901,YUBA,5307494300,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",233,10973,53799,1048654
50136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,,,PETALUMA,CA,94954,SONOMA,7077781111,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",80,2583,9939,397839
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,,,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",285,9991,46404,1383344
50150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,,,GRASS VALLEY,CA,95945,NEVADA,5302746000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",104,5424,20037,546239
50152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,,,SAN FRANCISCO,CA,94109,SAN FRANCISCO,4153536000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",205,4389,23178,880837
50153,O'CONNOR HOSPITAL,2105 FOREST AVENUE,,,SAN JOSE,CA,95128,SANTA CLARA,4089472500,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",348,10816,45350,1414375
50158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,,,ENCINO,CA,91436,LOS ANGELES,8189955000,Acute Care Hospitals,Proprietary,"Yes",149,1807,6191,194634
50159,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA RD,,,VENTURA,CA,93003,VENTURA,8056526075,Acute Care Hospitals,Government - Local,"Yes",259,9921,49000,1260039
50167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,,,FRENCH CAMP,CA,95231,SAN JOAQUIN,2094686000,Acute Care Hospitals,Government - Local,"Yes",181,9211,43990,969030
50174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,,,SANTA ROSA,CA,95405,SONOMA,7075255300,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",272,11672,64346,2311503
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,,,REEDLEY,CA,93654,FRESNO,5596388155,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",49,2050,6720,159072
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,,,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Acute Care Hospitals,Proprietary,"Yes",106,4565,19383,898047
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,,,FREMONT,CA,94538,ALAMEDA,5107971111,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",318,12195,59990,2030392
50196,CENTRAL VALLEY GENERAL HOSPITAL,1025 N DOUTY ST,,,HANFORD,CA,93230,KINGS,5595832100,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",49,2221,8087,127502
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,,,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",208,5334,25154,1109538
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,,,PALMDALE,CA,93552,LOS ANGELES,6613825000,Acute Care Hospitals,Proprietary,"Yes",157,8385,36438,929983
50211,ALAMEDA HOSPITAL,2070 CLINTON AVE,,,ALAMEDA,CA,94501,ALAMEDA,5105223700,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",281,2354,10737,322573
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,,,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Acute Care Hospitals,Proprietary,"Yes",343,14877,71040,1702389
50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,,,POMONA,CA,91767,LOS ANGELES,9098659500,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",393,20068,105400,3103464
50232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,,,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,8055435353,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",103,4261,15944,603054
50239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,,,GLENDALE,CA,91206,LOS ANGELES,8184098202,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",478,17297,79420,2053285
50242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,,,SANTA CRUZ,CA,95065,SANTA CRUZ,8314627700,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",223,9845,44636,1539673
50243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,,,PALM SPRINGS,CA,92262,RIVERSIDE,7603236511,Acute Care Hospitals,Proprietary,"Yes",375,18361,84976,2928985
50245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,,,COLTON,CA,92324,SAN BERNARDINO,9095801000,Acute Care Hospitals,Government - Local,"Yes",456,17038,94216,1280953
50248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,,,SALINAS,CA,93906,MONTEREY,8317554195,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",172,7480,34272,902087
50257,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,,,BAKERSFIELD,CA,93308,KERN,6613994461,Acute Care Hospitals,Proprietary,"No",317,12728,65166,1448501
50261,SIERRA VIEW DISTRICT HOSPITAL,465 W PUTNAM AVE,,,PORTERVILLE,CA,93257,TULARE,5597841110,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",163,6139,26838,582976
50262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,,,LOS ANGELES,CA,90095,LOS ANGELES,3108256301,Acute Care Hospitals,Government - State,"Yes",463,23759,165097,3616295
50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,,,REDLANDS,CA,92373,SAN BERNARDINO,9093355500,Acute Care Hospitals,Government - Federal,"Yes",229,10457,43260,1108504
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,,,MARTINEZ,CA,94553,CONTRA COSTA,9253705000,Acute Care Hospitals,Government - Local,"Yes",147,10232,42976,652017
50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,,,MISSION HILLS,CA,91346,LOS ANGELES,8183658051,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",377,16736,78669,2250178
50279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,,,JOSHUA TREE,CA,92252,SAN BERNARDINO,7603666285,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",181,2810,7325,195260
5027,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,,,LONG BEACH                    ,CA,90822,LOS ANGELES,5628268000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
50280,MERCY MEDICAL CENTER REDDING,"""2175 ROSALINE AVE"," CLAIRMONT HGTS""",,,REDDING,CA,96001,SHASTA,5302256102,Acute Care Hospitals,Voluntary non-profit - Church,267,12871,58883,1579865
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,,,ALHAMBRA,CA,91801,LOS ANGELES,6265701606,Acute Care Hospitals,Proprietary,"Yes",144,5317,19214,524814
50289,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,,,DALY CITY,CA,94015,SAN MATEO,6509924000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",371,6408,32431,1480665
50290,SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,,,SANTA MONICA,CA,90404,LOS ANGELES,3108295511,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",266,11007,55676,1021806
50295,MERCY HOSPITAL,2215 TRUXTUN AVENUE,,,BAKERSFIELD,CA,93301,KERN,6616325000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",343,15269,77813,1107218
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,,,HOLLISTER,CA,95023,SAN BENITO,8316375711,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",163,2085,8189,299759
50298,BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW STREET,,,BARSTOW,CA,92311,SAN BERNARDINO,7602561761,Acute Care Hospitals,Proprietary,"Yes",30,2295,7312,374269
50309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,,,ROSEVILLE,CA,95661,PLACER,9167811000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",298,18075,69741,1686545
50313,SUTTER TRACY COMMUNITY HOSPITAL,1420 N TRACY BLVD,,,TRACY,CA,95376,SAN JOAQUIN,2098351500,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",81,3969,12861,448789
50315,KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,,,BAKERSFIELD,CA,93306,KERN,6613262000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",214,8993,52138,698082
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,,,LA JOLLA,CA,92037,SAN DIEGO,8586264123,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",347,15899,76538,2265406
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,,,LOMA LINDA,CA,92354,SAN BERNARDINO,9095584000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",807,28607,167719,10710994
50329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,,,CORONA,CA,92882,RIVERSIDE,9517374343,Acute Care Hospitals,Proprietary,"Yes",238,6904,27273,599212
50334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,,,SALINAS,CA,93901,MONTEREY,8317574333,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",251,10161,47067,1054588
50335,SONORA REGIONAL MEDICAL CENTER,1000 GREENLEY ROAD,,,SONORA,CA,95370,TUOLUMNE,2095323161,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",152,4677,17881,846483
50336,LODI MEMORIAL HOSPITAL,975 S FAIRMONT AVENUE,,,LODI,CA,95240,SAN JOAQUIN,2093343411,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",214,6916,31342,1154504
50350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,,,MONTEBELLO,CA,90640,LOS ANGELES,3237261222,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",214,9186,39133,347699
50351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,,,TORRANCE,CA,90509,LOS ANGELES,3103259110,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",446,22554,91114,2800863
50352,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,,,SOUTH LAKE TAHOE,CA,96150,EL DORADO,5305413420,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",111,2085,7832,316217
50357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,,,SANTA BARBARA,CA,93111,SANTA BARBARA,8056816446,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",112,1562,3701,193000
50359,TULARE REGIONAL MEDICAL CENTER,869 CHERRY AVENUE,,,TULARE,CA,93274,TULARE,5596880821,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",108,3726,16118,253414
50360,MARIN GENERAL HOSPITAL,"""250 BON AIR ROAD"," PO BOX 8010""",,,GREENBRAE,CA,94904,MARIN,4159257900,Acute Care Hospitals,Government - Local,235,8079,36663,1593010
50367,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,,,FAIRFIELD,CA,94533,SOLANO,7076465000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",180,8710,39204,2587290
50378,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,,,SUN VALLEY,CA,91352,LOS ANGELES,8187673310,Acute Care Hospitals,Proprietary,"Yes",231,5005,25383,184248
50390,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,,,HEMET,CA,92543,RIVERSIDE,9516522811,Acute Care Hospitals,Proprietary,"Yes",417,10152,41987,811645
50396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,,,SANTA BARBARA,CA,93102,SANTA BARBARA,8056827111,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",365,17155,77191,1373966
50397,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,,,COALINGA,CA,93210,FRESNO,5599356400,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",136,178,580,32353
50407,CHINESE HOSPITAL,845 JACKSON ST,,,SAN FRANCISCO,CA,94133,SAN FRANCISCO,4159822400,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",54,1778,7976,223376
50414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,,,FOLSOM,CA,95630,SACRAMENTO,9169837400,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",106,7191,24808,772215
50417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,,,CRESCENT CITY,CA,95531,DEL NORTE,7074648860,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",49,2086,7216,211593
50423,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,,,BLYTHE,CA,92225,RIVERSIDE,7609224115,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",51,1106,3596,90002
50424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,,,LA JOLLA,CA,92037,SAN DIEGO,8585543600,Acute Care Hospitals,Voluntary non-profit - Private,"No",173,9234,37760,1692420
50426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,,,ANAHEIM,CA,92804,ORANGE,7148273000,Acute Care Hospitals,Proprietary,"Yes",219,5578,23144,422633
50441,STANFORD HOSPITAL,300 PASTEUR DRIVE,,,STANFORD,CA,94305,SANTA CLARA,6507235708,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",477,25438,140125,12468872
50444,MERCY MEDICAL CENTER,333 MERCY AVENUE,,,MERCED,CA,95340,MERCED,2095645000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",243,9725,39191,1053951
50455,SAN JOAQUIN COMMUNITY HOSPITAL,2615 CHESTER AVENUE,,,BAKERSFIELD,CA,93301,KERN,6613953000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",259,18631,76632,1617753
50468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,,,GARDENA,CA,90247,LOS ANGELES,3105324200,Acute Care Hospitals,Proprietary,"Yes",172,6617,28820,592572
50481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,,,WEST HILLS,CA,91307,LOS ANGELES,8186764100,Acute Care Hospitals,Proprietary,"Yes",225,8628,42128,1440599
50485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,,,LONG BEACH,CA,90806,LOS ANGELES,5629332000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",458,20340,94329,2212330
50488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,,,CASTRO VALLEY,CA,94546,ALAMEDA,5105371234,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",130,8732,38804,1084032
50492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,,,CLOVIS,CA,93611,FRESNO,5593244000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",208,14555,62285,1106908
50498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,,,AUBURN,CA,95603,PLACER,5308884500,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",72,3353,11200,394310
50502,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,,,LOS ANGELES,CA,90057,LOS ANGELES,2134847111,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",366,7977,36995,1053993
50506,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY ST,,,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,8505467600,Acute Care Hospitals,Proprietary,"Yes",156,5417,25275,740396
50516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,,,CARMICHAEL,CA,95608,SACRAMENTO,9165375000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",370,24934,111282,2683517
50517,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,,,VICTORVILLE,CA,92392,SAN BERNARDINO,7602458691,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",101,6687,22413,377504
50523,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,,,ANTIOCH,CA,94509,CONTRA COSTA,9257797200,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",121,7658,28344,683923
50526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,,,HUNTINGTON BEACH,CA,92647,ORANGE,7148435000,Acute Care Hospitals,Proprietary,"Yes",131,3063,11517,203648
50528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,,,LOS BANOS,CA,93635,MERCED,2098260591,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",46,1488,4840,218877
50537,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,,,DAVIS,CA,95616,YOLO,5307566440,Acute Care Hospitals,Proprietary,"Yes",48,3398,11221,308889
50543,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,,,COSTA MESA,CA,92627,ORANGE,9496422734,Acute Care Hospitals,Proprietary,"No",122,3668,40775,104355
50547,SONOMA DEVELOPMENTAL CENTER,P O BOX 1493,,,ELDRIDGE,CA,95431,SONOMA,7079386393,Acute Care Hospitals,Government - Federal,"Yes",13,116,1517,156960
50551,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,,,LOS ALAMITOS,CA,90720,ORANGE,5627993220,Acute Care Hospitals,Proprietary,"Yes",167,9092,38666,1355299
50552,MOTION PICTURE & TELEVISION HOSPITAL,23388 MULHOLLAND DRIVE,,,WOODLAND HILLS,CA,91364,LOS ANGELES,8188761888,Acute Care Hospitals,Voluntary non-profit - Other,"No",250,29,81,48230
50568,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,,,MADERA,CA,93637,MADERA,5596755555,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",106,3679,18040,179415
50573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,,,RANCHO MIRAGE,CA,92270,RIVERSIDE,7603403911,Acute Care Hospitals,Proprietary,"Yes",381,18415,71414,2962880
50580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,,,LA PALMA,CA,90623,ORANGE,7146707400,Acute Care Hospitals,Proprietary,"Yes",141,3353,14997,206345
50581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,,,LAKEWOOD,CA,90712,LOS ANGELES,5626026751,Acute Care Hospitals,Proprietary,"Yes",172,8194,40435,1183358
50586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,,,CHINO,CA,91710,SAN BERNARDINO,9096276111,Acute Care Hospitals,Proprietary,"Yes",126,5157,14971,389823
50588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,,,SAN DIMAS,CA,91773,LOS ANGELES,9095996811,Acute Care Hospitals,Proprietary,"Yes",64,3712,15906,288217
50590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,,,SACRAMENTO,CA,95823,SACRAMENTO,9164236010,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",329,10628,43231,1209381
50597,FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,,,GLENDORA,CA,91740,LOS ANGELES,6269638411,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",105,5162,20529,285929
50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,,,SACRAMENTO,CA,95817,SACRAMENTO,9167342011,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",583,30762,168170,7577992
50608,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,,,DELANO,CA,93215,KERN,6617254800,Acute Care Hospitals,Proprietary,"Yes",107,2674,13033,211144
50618,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,,,BIG BEAR LAKE,CA,92315,SAN BERNARDINO,9098666501,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",30,172,452,38082
50624,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,23845  MCBEAN PKWY,,,VALENCIA,CA,91355,LOS ANGELES,6612538000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",238,11321,55245,1269359
50625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,,,LOS ANGELES,CA,90048,LOS ANGELES,3104235000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",880,53087,243796,12607701
50633,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS RD,,,TEMPLETON,CA,93465,SAN LUIS OBISPO,8054343500,Acute Care Hospitals,Proprietary,"Yes",122,4350,18028,663746
